# Force and moment coefficients
# dragDir       : (7.07106781e-01 0.00000000e+00 7.07106781e-01)
# sideDir       : (7.07106781e-01 0.00000000e+00 -7.07106781e-01)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (7.07106781e-01 0.00000000e+00 7.07106781e-01)
# pitchAxis     : (7.07106781e-01 0.00000000e+00 -7.07106781e-01)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 2.00000000e-02
# Aref          : 4.00000000e-04
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
690             	1.22545447e-02	6.13001436e-03	6.12453029e-03	-2.22880438e-03	-1.05588130e-03	-1.17292308e-03	5.85208901e-05	2.74203621e-06	-7.10821938e-03	-8.32498720e-05	-7.14984432e-03	7.06659444e-03
700             	1.22594116e-02	6.13198814e-03	6.12742343e-03	-2.22003573e-03	-1.05223926e-03	-1.16779647e-03	5.77786029e-05	2.28235376e-06	-7.11176398e-03	-8.18970070e-05	-7.15271249e-03	7.07081548e-03
710             	1.22624343e-02	6.13318586e-03	6.12924843e-03	-2.20609271e-03	-1.04593614e-03	-1.16015657e-03	5.71102180e-05	1.96871526e-06	-7.11527151e-03	-7.98648332e-05	-7.15520393e-03	7.07533909e-03
720             	1.22636069e-02	6.13363032e-03	6.12997658e-03	-2.18858055e-03	-1.03770156e-03	-1.15087899e-03	5.65887182e-05	1.82686749e-06	-7.11854483e-03	-7.73362394e-05	-7.15721295e-03	7.07987672e-03
730             	1.22630859e-02	6.13341209e-03	6.12967382e-03	-2.16936751e-03	-1.02842118e-03	-1.14094633e-03	5.62625781e-05	1.86913358e-06	-7.12142285e-03	-7.45101042e-05	-7.15867791e-03	7.08416780e-03
740             	1.22611178e-02	6.13264852e-03	6.12846931e-03	-2.15031255e-03	-1.01900461e-03	-1.13130794e-03	5.61516644e-05	2.08960422e-06	-7.12377983e-03	-7.17612622e-05	-7.15966046e-03	7.08789920e-03
750             	1.22581462e-02	6.13152847e-03	6.12661772e-03	-2.13326310e-03	-1.01037954e-03	-1.12288355e-03	5.62520050e-05	2.45537627e-06	-7.12555290e-03	-6.96374445e-05	-7.16037162e-03	7.09073418e-03
760             	1.22545909e-02	6.13020412e-03	6.12438676e-03	-2.11972744e-03	-1.00334399e-03	-1.11638345e-03	5.65197309e-05	2.90867753e-06	-7.12675799e-03	-6.85843563e-05	-7.16105017e-03	7.09246581e-03
770             	1.22508949e-02	6.12884311e-03	6.12205176e-03	-2.11070253e-03	-9.98441155e-04	-1.11226137e-03	5.69101095e-05	3.39567798e-06	-7.12744872e-03	-6.87522253e-05	-7.16182484e-03	7.09307261e-03
780             	1.22475120e-02	6.12764034e-03	6.11987168e-03	-2.10676877e-03	-9.95995046e-04	-1.11077372e-03	5.73893389e-05	3.88433283e-06	-7.12770671e-03	-6.99916300e-05	-7.16270252e-03	7.09271089e-03
