# Force and moment coefficients
# dragDir       : (7.07106781e-01 0.00000000e+00 7.07106781e-01)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-7.07106781e-01 0.00000000e+00 7.07106781e-01)
# rollAxis      : (7.07106781e-01 0.00000000e+00 7.07106781e-01)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-7.07106781e-01 0.00000000e+00 7.07106781e-01)
# magUInf       : 1.00000000e+00
# lRef          : 4.00040000e-02
# Aref          : 3.21484300e-04
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
220             	5.54267415e-01	2.76498612e-01	2.77768803e-01	5.99958190e-01	2.83114617e-01	3.16843574e-01	-1.68644785e-02	-6.35095761e-04	-2.30852144e-04	2.40117776e-03	9.69736737e-04	1.43144102e-03
230             	5.58657325e-01	2.78808642e-01	2.79848683e-01	6.08303996e-01	2.87162768e-01	3.21141228e-01	-1.69892297e-02	-5.20020540e-04	-2.69623055e-04	2.07358732e-03	7.67170606e-04	1.30641672e-03
240             	5.62073713e-01	2.80707277e-01	2.81366436e-01	6.17481897e-01	2.91236070e-01	3.26245827e-01	-1.75048783e-02	-3.29579248e-04	-2.89750588e-04	1.78001538e-03	6.00257100e-04	1.17975828e-03
250             	5.64543208e-01	2.82086497e-01	2.82456711e-01	6.23452144e-01	2.93937768e-01	3.29514376e-01	-1.77883044e-02	-1.85107249e-04	-3.46402946e-04	1.58520930e-03	4.46201702e-04	1.13900759e-03
260             	5.66917838e-01	2.83223168e-01	2.83694670e-01	6.28943288e-01	2.96250662e-01	3.32692626e-01	-1.82209822e-02	-2.35751070e-04	-3.53009669e-04	9.72036146e-04	1.33008404e-04	8.39027742e-04
270             	5.71673285e-01	2.85618179e-01	2.86055106e-01	6.35502506e-01	2.99103242e-01	3.36399263e-01	-1.86480105e-02	-2.18463672e-04	-1.70826325e-04	8.01172808e-04	2.29760079e-04	5.71412729e-04
280             	5.76495925e-01	2.88106633e-01	2.88389292e-01	6.41976513e-01	3.01949297e-01	3.40027217e-01	-1.90389599e-02	-1.41329610e-04	-7.32495686e-05	5.10945111e-04	1.82222987e-04	3.28722124e-04
290             	5.80933942e-01	2.90315333e-01	2.90618609e-01	6.48900000e-01	3.04968417e-01	3.43931583e-01	-1.94815829e-02	-1.51638083e-04	-4.83823258e-05	3.82292312e-04	1.42763830e-04	2.39528482e-04
300             	5.84359011e-01	2.92018392e-01	2.92340619e-01	6.54166374e-01	3.07262864e-01	3.46903510e-01	-1.98203230e-02	-1.61113255e-04	-5.49845306e-05	6.78809370e-04	2.84420154e-04	3.94389215e-04
310             	5.86661662e-01	2.93149612e-01	2.93512050e-01	6.58221931e-01	3.08977293e-01	3.49244638e-01	-2.01336723e-02	-1.81218712e-04	-1.11887608e-04	1.01248485e-03	3.94354819e-04	6.18130035e-04
320             	5.89751726e-01	2.94644247e-01	2.95107480e-01	6.61788961e-01	3.10505096e-01	3.51283865e-01	-2.03893848e-02	-2.31616488e-04	-1.28960266e-04	1.20870334e-03	4.75391403e-04	7.33311934e-04
330             	5.93930334e-01	2.96708595e-01	2.97221739e-01	6.66264631e-01	3.12458006e-01	3.53806625e-01	-2.06743094e-02	-2.56572160e-04	-7.07247106e-05	1.37719274e-03	6.17871659e-04	7.59321080e-04
340             	5.98688253e-01	2.99064483e-01	2.99623770e-01	6.71359643e-01	3.14769326e-01	3.56590317e-01	-2.09104952e-02	-2.79643756e-04	-4.89626431e-05	1.26535624e-03	5.83715477e-04	6.81640763e-04
350             	6.03133516e-01	3.01311291e-01	3.01822224e-01	6.76263115e-01	3.17001251e-01	3.59261865e-01	-2.11303070e-02	-2.55466399e-04	-4.26714927e-05	1.13243963e-03	5.23548324e-04	6.08891309e-04
360             	6.06479912e-01	3.03084086e-01	3.03395826e-01	6.80193804e-01	3.18811066e-01	3.61382739e-01	-2.12858363e-02	-1.55870046e-04	-2.01647074e-05	9.00471214e-04	4.30070899e-04	4.70400314e-04
370             	6.10052240e-01	3.04966532e-01	3.05085709e-01	6.83315083e-01	3.20362100e-01	3.62952984e-01	-2.12954420e-02	-5.95886658e-05	3.86779499e-05	3.28861795e-04	2.03108847e-04	1.25752948e-04
380             	6.14665423e-01	3.07365530e-01	3.07299894e-01	6.86419224e-01	3.21964163e-01	3.64455061e-01	-2.12454492e-02	3.28179848e-05	2.39429527e-04	-8.18252981e-04	-1.69696963e-04	-6.48556018e-04
390             	6.20421558e-01	3.10382121e-01	3.10039437e-01	6.89275741e-01	3.23496725e-01	3.65779016e-01	-2.11411451e-02	1.71342216e-04	5.85711055e-04	-3.37114734e-03	-1.09986261e-03	-2.27128472e-03
400             	6.26832195e-01	3.13594890e-01	3.13237305e-01	6.92374803e-01	3.24884253e-01	3.67490551e-01	-2.13031492e-02	1.78792620e-04	8.30422799e-04	-6.35437203e-03	-2.34676322e-03	-4.00760882e-03
410             	6.33614679e-01	3.16971552e-01	3.16643127e-01	6.95942581e-01	3.26599475e-01	3.69343106e-01	-2.13718157e-02	1.64212276e-04	1.14709263e-03	-6.98086639e-03	-2.34334056e-03	-4.63752582e-03
420             	6.38921671e-01	3.19531905e-01	3.19389767e-01	7.00059142e-01	3.28343094e-01	3.71716048e-01	-2.16864770e-02	7.10690147e-05	1.56387985e-03	-4.72095588e-03	-7.96598093e-04	-3.92435779e-03
430             	6.43223385e-01	3.21064600e-01	3.22158785e-01	7.04075878e-01	3.30174775e-01	3.73901104e-01	-2.18631644e-02	-5.47092532e-04	1.70874397e-03	-1.20963693e-03	1.10392550e-03	-2.31356243e-03
440             	6.47689321e-01	3.22366582e-01	3.25322739e-01	7.07471929e-01	3.31513224e-01	3.75958704e-01	-2.22227401e-02	-1.47807821e-03	2.06373066e-03	-3.70344322e-05	2.04521344e-03	-2.08224787e-03
450             	6.50556339e-01	3.23369045e-01	3.27187295e-01	7.10490224e-01	3.32368274e-01	3.78121950e-01	-2.28768383e-02	-1.90912483e-03	2.42147896e-03	-1.83411761e-03	1.50442015e-03	-3.33853777e-03
460             	6.53326872e-01	3.23998375e-01	3.29328497e-01	7.16253993e-01	3.34957771e-01	3.81296222e-01	-2.31692256e-02	-2.66506128e-03	3.10139085e-03	-2.84468972e-03	1.67904599e-03	-4.52373570e-03
470             	6.55902834e-01	3.25166237e-01	3.30736597e-01	7.27002454e-01	3.39990709e-01	3.87011745e-01	-2.35105180e-02	-2.78517991e-03	3.64316344e-03	-1.88109878e-03	2.70261405e-03	-4.58371283e-03
480             	6.58379043e-01	3.26956594e-01	3.31422448e-01	7.39253690e-01	3.45946228e-01	3.93307462e-01	-2.36806174e-02	-2.23292703e-03	3.45372369e-03	-4.61105565e-05	3.43066842e-03	-3.47677897e-03
490             	6.61736031e-01	3.29430685e-01	3.32305346e-01	7.50027926e-01	3.51510109e-01	3.98517817e-01	-2.35038543e-02	-1.43733021e-03	2.66792078e-03	1.87906738e-03	3.60745447e-03	-1.72838709e-03
500             	6.64841834e-01	3.30947861e-01	3.33893973e-01	7.60041621e-01	3.56348909e-01	4.03692713e-01	-2.36719020e-02	-1.47305618e-03	1.63586514e-03	5.19217942e-03	4.23195485e-03	9.60224573e-04
