# Force and moment coefficients
# dragDir       : (9.84815757e-01 0.00000000e+00 1.73602778e-01)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-1.73602778e-01 0.00000000e+00 9.84815757e-01)
# rollAxis      : (9.84815757e-01 0.00000000e+00 1.73602778e-01)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-1.73602778e-01 0.00000000e+00 9.84815757e-01)
# magUInf       : 1.00000000e+00
# lRef          : 4.00040000e-02
# Aref          : 3.21484300e-04
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
10              	4.61194808e+00	2.29861120e+00	2.31333689e+00	9.66021595e-01	2.69669445e-01	6.96352150e-01	-2.13341353e-01	-7.36284569e-03	-2.03982107e-02	3.84288987e-02	-1.18376132e-03	3.96126600e-02
20              	-2.14150079e+00	-1.06883984e+00	-1.07266096e+00	2.25964671e-01	8.76115007e-02	1.38353171e-01	-2.53708350e-02	1.91056111e-03	-2.96541877e-03	-1.15966147e-02	-8.76372615e-03	-2.83288860e-03
30              	5.40235256e-01	2.68363627e-01	2.71871629e-01	6.32689147e-01	3.46242506e-01	2.86446640e-01	2.98979330e-02	-1.75400132e-03	4.64153395e-04	1.07572516e-03	1.00201597e-03	7.37091835e-05
40              	7.56644468e-01	3.81028284e-01	3.75616184e-01	7.70808110e-01	4.09959773e-01	3.60848337e-01	2.45557181e-02	2.70605013e-03	4.39014169e-04	3.83240366e-03	2.35521600e-03	1.47718766e-03
50              	5.81770303e-01	2.91386057e-01	2.90384246e-01	7.93097782e-01	4.19080104e-01	3.74017678e-01	2.25312133e-02	5.00905389e-04	1.09607969e-03	1.25850356e-02	7.38859749e-03	5.19643810e-03
60              	4.94231117e-01	2.45383376e-01	2.48847741e-01	6.91115091e-01	3.66829991e-01	3.24285100e-01	2.12724453e-02	-1.73218266e-03	-1.18295006e-03	1.01592391e-02	3.89666949e-03	6.26256961e-03
70              	5.12153064e-01	2.50877214e-01	2.61275850e-01	7.03371149e-01	3.64856066e-01	3.38515084e-01	1.31704910e-02	-5.19931817e-03	-4.28084320e-03	1.10012173e-03	-3.73078234e-03	4.83090407e-03
80              	4.82109793e-01	2.32474105e-01	2.49635687e-01	4.44837845e-01	2.19441538e-01	2.25396307e-01	-2.97738478e-03	-8.58079119e-03	-2.11853353e-03	3.48193722e-03	-3.77564914e-04	3.85950214e-03
90              	4.70032103e-01	2.29727384e-01	2.40304719e-01	-5.86093345e-02	-3.11944227e-02	-2.74149118e-02	-1.88975546e-03	-5.28866770e-03	-2.02691842e-03	1.21990364e-03	-1.41696660e-03	2.63687024e-03
100             	4.49279661e-01	2.19326841e-01	2.29952820e-01	-3.83259768e-01	-1.83814867e-01	-1.99444901e-01	7.81501674e-03	-5.31298975e-03	-2.08105154e-03	1.42214262e-03	-1.36998022e-03	2.79212285e-03
110             	3.99298136e-01	1.93712233e-01	2.05585903e-01	-4.21379486e-01	-1.94560750e-01	-2.26818736e-01	1.61289927e-02	-5.93683530e-03	-7.87705519e-04	4.85536430e-03	1.63997663e-03	3.21538767e-03
120             	3.77977300e-01	1.82287449e-01	1.95689852e-01	-2.66772927e-01	-1.17543297e-01	-1.49229630e-01	1.58431664e-02	-6.70120159e-03	4.85834490e-04	8.66250606e-03	4.81708752e-03	3.84541854e-03
130             	3.85739795e-01	1.83977796e-01	2.01761999e-01	-2.25893590e-02	-6.63441563e-03	-1.59549433e-02	4.66026384e-03	-8.89210130e-03	2.16053093e-03	1.21015988e-03	2.76561087e-03	-1.55545099e-03
140             	3.85558157e-01	1.83864845e-01	2.01693311e-01	2.07882028e-01	9.61856604e-02	1.11696368e-01	-7.75535366e-03	-8.91423298e-03	4.41776374e-03	-6.81662186e-03	1.00945281e-03	-7.82607467e-03
150             	3.73521170e-01	1.79408056e-01	1.94113114e-01	3.29852068e-01	1.46481211e-01	1.83370857e-01	-1.84448229e-02	-7.35252897e-03	3.81777938e-03	-7.64450390e-03	-4.47256770e-06	-7.64003133e-03
160             	3.65659497e-01	1.80087291e-01	1.85572206e-01	2.81523293e-01	1.18511685e-01	1.63011608e-01	-2.22499617e-02	-2.74245737e-03	1.61764102e-03	-9.53947803e-03	-3.15209799e-03	-6.38738004e-03
170             	3.48710385e-01	1.77521449e-01	1.71188936e-01	1.62248623e-01	6.33181526e-02	9.89304705e-02	-1.78061590e-02	3.16625646e-03	-9.06999582e-04	-1.32250334e-02	-7.51951629e-03	-5.70551713e-03
180             	3.35624829e-01	1.70681314e-01	1.64943516e-01	6.29636871e-02	2.31005784e-02	3.98631086e-02	-8.38126512e-03	2.86889899e-03	-1.47416247e-03	-1.76185886e-02	-1.02834568e-02	-7.33513184e-03
190             	3.32765684e-01	1.63994770e-01	1.68770915e-01	3.61872996e-02	1.51507902e-02	2.10365094e-02	-2.94285958e-03	-2.38807232e-03	-7.66684601e-04	-1.56066726e-02	-8.57002091e-03	-7.03665171e-03
200             	3.29180383e-01	1.53195876e-01	1.75984507e-01	8.15697558e-02	4.23037802e-02	3.92659756e-02	1.51890231e-03	-1.13943155e-02	1.30922852e-03	-8.98304760e-03	-3.18229528e-03	-5.80075232e-03
210             	3.35119020e-01	1.55937127e-01	1.79181893e-01	1.61512967e-01	9.02659864e-02	7.12469807e-02	9.50950288e-03	-1.16223829e-02	1.82503455e-03	4.79677165e-03	4.22342037e-03	5.73351280e-04
220             	3.45712026e-01	1.66647574e-01	1.79064452e-01	2.07231799e-01	1.19861272e-01	8.73705267e-02	1.62453728e-02	-6.20843938e-03	7.03843156e-04	1.14300733e-02	6.41887983e-03	5.01119351e-03
230             	3.47679133e-01	1.74830872e-01	1.72848262e-01	2.02681176e-01	1.19535618e-01	8.31455581e-02	1.81950300e-02	9.91305067e-04	-2.50646254e-04	6.22111356e-03	2.85991053e-03	3.36120303e-03
240             	3.44762690e-01	1.77766083e-01	1.66996607e-01	1.37869525e-01	8.62780227e-02	5.15915024e-02	1.73432601e-02	5.38473810e-03	-6.06630284e-04	-5.93776292e-04	-9.03518430e-04	3.09742138e-04
250             	3.39426681e-01	1.75243170e-01	1.64183512e-01	5.00158415e-02	3.97064919e-02	1.03093497e-02	1.46985711e-02	5.52982888e-03	-1.06048141e-03	-4.00882784e-03	-3.06489533e-03	-9.43932516e-04
260             	3.41514416e-01	1.74327575e-01	1.67186841e-01	3.18826169e-02	2.22816239e-02	9.60099298e-03	6.34031548e-03	3.57036709e-03	-1.07258420e-03	-8.92444716e-03	-5.53480778e-03	-3.38963938e-03
270             	3.46462952e-01	1.72501637e-01	1.73961316e-01	7.36460620e-02	3.35062955e-02	4.01397665e-02	-3.31673550e-03	-7.29839428e-04	-4.85496154e-04	-1.10456212e-02	-6.00830676e-03	-5.03731445e-03
280             	3.50587868e-01	1.70863578e-01	1.79724290e-01	1.29440171e-01	5.30620105e-02	7.63781608e-02	-1.16580752e-02	-4.43035617e-03	7.81471562e-04	-4.96144499e-03	-1.69925093e-03	-3.26219405e-03
290             	3.53982917e-01	1.73254733e-01	1.80728184e-01	1.69041730e-01	7.06828962e-02	9.83588334e-02	-1.38379686e-02	-3.73672518e-03	1.48290680e-03	7.72068999e-03	5.34325180e-03	2.37743819e-03
300             	3.55652741e-01	1.78424974e-01	1.77227767e-01	1.77635668e-01	7.92831074e-02	9.83525608e-02	-9.53472670e-03	5.98603487e-04	9.89308757e-04	1.24785759e-02	7.22859672e-03	5.24997920e-03
310             	3.50561476e-01	1.79952765e-01	1.70608710e-01	1.46127714e-01	7.18925966e-02	7.42351175e-02	-1.17126043e-03	4.67202764e-03	-1.17401473e-03	1.30196317e-02	5.33580110e-03	7.68383056e-03
320             	3.37242550e-01	1.73565825e-01	1.63676725e-01	1.05268164e-01	6.06270388e-02	4.46411250e-02	7.99295691e-03	4.94455008e-03	-2.83651938e-03	1.08452487e-02	2.58610498e-03	8.25914374e-03
330             	3.29045768e-01	1.67031626e-01	1.62014142e-01	1.03707760e-01	6.78011768e-02	3.59065830e-02	1.59472969e-02	2.50874190e-03	-2.27272074e-03	2.94892411e-03	-7.98258687e-04	3.74718280e-03
