# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# yawAxis       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 4.00040000e-02
# Aref          : 3.21484300e-04
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
10              	-2.91776131e-01	-1.45879105e-01	-1.45897026e-01	-1.22451602e-03	-6.17033474e-04	-6.07482548e-04	-4.77546282e-06	8.96042641e-06	-4.12431568e-05	1.28349651e-03	6.00505099e-04	6.82991412e-04
20              	6.49158132e-01	3.25497034e-01	3.23661098e-01	1.61971567e-04	-2.02634788e-04	3.64606355e-04	-2.83620572e-04	9.17968058e-04	-4.50266242e-04	-1.50561272e-04	-5.25546878e-04	3.74985606e-04
30              	3.00056205e-01	1.53579844e-01	1.46476361e-01	-9.23019783e-04	-7.31907616e-04	-1.91112167e-04	-2.70397724e-04	3.55174131e-03	7.81321722e-04	-2.13678682e-03	-2.87071689e-04	-1.84971513e-03
40              	1.94191287e-01	1.00084318e-01	9.41069683e-02	-1.23274371e-03	-6.81152312e-04	-5.51591401e-04	-6.47804554e-05	2.98867503e-03	5.21421972e-06	-1.15303350e-04	-5.24374554e-05	-6.28658948e-05
50              	1.82298194e-01	9.27467422e-02	8.95514523e-02	-1.03919627e-03	-2.85236589e-04	-7.53959683e-04	2.34361547e-04	1.59764494e-03	1.99057247e-04	-8.95966692e-04	-2.48926099e-04	-6.47040593e-04
60              	1.47328516e-01	7.41364716e-02	7.31920442e-02	-1.42979371e-03	-5.45021380e-04	-8.84772328e-04	1.69875474e-04	4.72213695e-04	2.03365719e-04	8.11235977e-04	6.08983708e-04	2.02252269e-04
70              	1.24562612e-01	6.38778034e-02	6.06848082e-02	-1.39925267e-03	-7.08995160e-04	-6.90257512e-04	-9.36882384e-06	1.59649756e-03	8.28260051e-06	-7.20987703e-05	-2.77667846e-05	-4.43319857e-05
80              	1.32302789e-01	6.67870178e-02	6.55157707e-02	1.61969253e-03	5.09863833e-04	1.10982870e-03	-2.99982432e-04	6.35623554e-04	2.14411331e-04	-7.18764151e-04	-1.44970745e-04	-5.73793406e-04
90              	1.40879427e-01	7.37200901e-02	6.71593368e-02	1.94324259e-03	7.73057486e-04	1.17018510e-03	-1.98563807e-04	3.28037665e-03	2.09817569e-04	3.51566338e-05	2.27395886e-04	-1.92239252e-04
100             	1.38035912e-01	7.10369625e-02	6.69989497e-02	1.91363649e-03	9.20254056e-04	9.93382437e-04	-3.65641902e-05	2.01900638e-03	1.67295602e-04	9.87886184e-04	6.61238694e-04	3.26647490e-04
110             	1.24731724e-01	6.42016593e-02	6.05300643e-02	2.71745134e-03	1.34800901e-03	1.36944233e-03	-1.07166602e-05	1.83579752e-03	1.18746587e-04	3.82777203e-04	3.10135189e-04	7.26420142e-05
120             	1.20170135e-01	6.28166514e-02	5.73534839e-02	3.62554670e-03	2.16648306e-03	1.45906365e-03	3.53709704e-04	2.73158377e-03	5.88881636e-05	2.03500198e-04	1.60638263e-04	4.28619355e-05
130             	1.19394210e-01	6.26303829e-02	5.67638273e-02	3.91642075e-03	2.13698207e-03	1.77943868e-03	1.78771691e-04	2.93327776e-03	6.15480073e-05	1.52636836e-04	1.37866426e-04	1.47704108e-05
140             	1.15754740e-01	6.09057319e-02	5.48490080e-02	3.48786989e-03	1.81944093e-03	1.66842896e-03	7.55059855e-05	3.02836195e-03	5.64962832e-05	1.18646389e-05	6.24286027e-05	-5.05639637e-05
150             	1.10895707e-01	5.76083863e-02	5.32873203e-02	3.15738008e-03	1.53623744e-03	1.62114264e-03	-4.24526032e-05	2.16053302e-03	2.20884391e-05	-1.29501898e-04	-4.26625099e-05	-8.68393882e-05
160             	1.06568118e-01	5.58447233e-02	5.07233944e-02	3.05953845e-03	1.43594571e-03	1.62359274e-03	-9.38235174e-05	2.56066445e-03	1.75254283e-05	-4.88539962e-05	-6.90156986e-06	-4.19524264e-05
170             	1.03611470e-01	5.42646970e-02	4.93467726e-02	2.86718691e-03	1.48096830e-03	1.38621861e-03	4.73748452e-05	2.45896219e-03	2.66199288e-06	7.22646348e-05	3.87943103e-05	3.34703245e-05
180             	1.01360178e-01	5.33495836e-02	4.80105940e-02	2.97842968e-03	1.56705463e-03	1.41137505e-03	7.78397867e-05	2.66949480e-03	-3.76102174e-05	1.09266269e-04	1.70229171e-05	9.22433519e-05
190             	9.90126616e-02	5.28573929e-02	4.61552687e-02	3.00781305e-03	1.60246762e-03	1.40534543e-03	9.85610978e-05	3.35106210e-03	-6.76403171e-05	5.34229908e-05	-4.09288217e-05	9.43518125e-05
200             	9.64932576e-02	5.19853681e-02	4.45078895e-02	2.49134498e-03	1.34223106e-03	1.14911392e-03	9.65585718e-05	3.73873931e-03	-8.06988049e-05	1.20147937e-05	-7.46914080e-05	8.67062018e-05
210             	9.35924814e-02	5.07323443e-02	4.28601370e-02	1.87195734e-03	1.06794749e-03	8.04009849e-04	1.31968823e-04	3.93610365e-03	-8.92747638e-05	-6.16077624e-05	-1.20078645e-04	5.84708826e-05
220             	9.12624353e-02	4.95546343e-02	4.17078010e-02	1.42529020e-03	8.60969541e-04	5.64320657e-04	1.48324442e-04	3.92341667e-03	-1.12379333e-04	-1.31648298e-04	-1.78203482e-04	4.65551845e-05
230             	8.91482329e-02	4.83043731e-02	4.08438598e-02	8.23381080e-04	5.70009443e-04	2.53371636e-04	1.58318903e-04	3.73025666e-03	-1.35786423e-04	-8.72709472e-05	-1.79421897e-04	9.21509499e-05
240             	8.63137873e-02	4.65675615e-02	3.97462258e-02	2.22006156e-04	3.13993283e-04	-9.19871269e-05	2.02990205e-04	3.41066786e-03	-1.33796876e-04	-5.15758350e-05	-1.59584794e-04	1.08008959e-04
250             	8.23281899e-02	4.43672758e-02	3.79609141e-02	9.17083310e-05	2.95801923e-04	-2.04093592e-04	2.49947758e-04	3.20318084e-03	-1.17007795e-04	-3.99673005e-05	-1.36991445e-04	9.70241444e-05
260             	7.84759831e-02	4.19941617e-02	3.64818214e-02	2.62516041e-04	3.73653840e-04	-1.11137799e-04	2.42395819e-04	2.75617016e-03	-1.05217300e-04	1.04740504e-04	-5.28470477e-05	1.57587552e-04
270             	7.52582733e-02	4.00428746e-02	3.52153987e-02	4.30529035e-04	4.03877534e-04	2.66515011e-05	1.88613016e-04	2.41373797e-03	-7.99437054e-05	1.39044812e-04	-1.04212993e-05	1.49466111e-04
280             	7.19842651e-02	3.81282529e-02	3.38560122e-02	2.58360591e-04	2.82732028e-04	-2.43714376e-05	1.53551733e-04	2.13612031e-03	-5.89065042e-05	1.68623428e-04	2.54052097e-05	1.43218218e-04
290             	6.87306653e-02	3.61199199e-02	3.26107454e-02	-2.11857664e-05	3.28985624e-05	-5.40843288e-05	4.34914456e-05	1.75458723e-03	-3.81078783e-05	2.06508192e-04	6.51462175e-05	1.41361974e-04
300             	6.65965498e-02	3.47858413e-02	3.18107086e-02	-1.00953402e-04	-1.05521682e-04	4.56828027e-06	-5.50449814e-05	1.48756635e-03	-2.30849679e-05	1.41545599e-04	4.76878314e-05	9.38577673e-05
310             	6.48841278e-02	3.38438400e-02	3.10402878e-02	2.76715240e-07	3.21950487e-05	-3.19183335e-05	3.20566911e-05	1.40177612e-03	-2.10417755e-05	8.37982207e-05	2.08573348e-05	6.29408859e-05
320             	6.28677202e-02	3.28076794e-02	3.00600409e-02	1.82108761e-04	1.91676061e-04	-9.56729981e-06	1.00621681e-04	1.37381926e-03	-1.98069718e-05	8.77502113e-05	2.40681338e-05	6.36820775e-05
330             	6.10538721e-02	3.17825854e-02	2.92712866e-02	1.40471742e-04	2.76439192e-04	-1.35967451e-04	2.06203322e-04	1.25564939e-03	-3.75654352e-05	6.39525028e-05	-5.58918378e-06	6.95416866e-05
340             	5.97185139e-02	3.09459846e-02	2.87725293e-02	2.36314637e-04	3.06615277e-04	-7.03006396e-05	1.88457958e-04	1.08672763e-03	-3.97831021e-05	1.05450770e-04	1.29422831e-05	9.25084872e-05
350             	5.77788585e-02	2.96952153e-02	2.80836431e-02	2.14254087e-04	3.06090135e-04	-9.18360481e-05	1.98963092e-04	8.05786102e-04	-5.06075712e-05	1.08615764e-04	3.70031083e-06	1.04915453e-04
360             	5.59882474e-02	2.83556770e-02	2.76325704e-02	4.76372214e-05	1.76912651e-04	-1.29275429e-04	1.53094040e-04	3.61553273e-04	-5.16402199e-05	1.23147869e-04	9.93371441e-06	1.13214154e-04
370             	5.52435815e-02	2.75804280e-02	2.76631535e-02	1.79179384e-04	2.41363205e-04	-6.21838202e-05	1.51773512e-04	-4.13627480e-05	-4.36515148e-05	6.91080933e-05	-9.09746818e-06	7.82055615e-05
380             	5.51224773e-02	2.74239289e-02	2.76985485e-02	1.44916560e-04	1.77507132e-04	-3.25905717e-05	1.05048852e-04	-1.37309789e-04	-3.85740283e-05	4.38144813e-05	-1.66667877e-05	6.04812690e-05
390             	5.50755041e-02	2.73808387e-02	2.76946653e-02	2.27567981e-04	2.01145516e-04	2.64224655e-05	8.73615251e-05	-1.56913288e-04	-3.34827956e-05	4.12427519e-05	-1.28614197e-05	5.41041715e-05
400             	5.47652771e-02	2.72242260e-02	2.75410511e-02	1.43654018e-04	1.66484453e-04	-2.28304355e-05	9.46574443e-05	-1.58412584e-04	-4.31689941e-05	-1.33283825e-05	-4.98331854e-05	3.65048029e-05
410             	5.43841552e-02	2.70926890e-02	2.72914662e-02	1.26446981e-04	1.40994083e-04	-1.45471019e-05	7.77705924e-05	-9.93885644e-05	-4.17758815e-05	-5.19144571e-05	-6.77331100e-05	1.58186529e-05
420             	5.45059657e-02	2.71257475e-02	2.73802182e-02	-5.82591435e-05	4.72663488e-05	-1.05525492e-04	7.63959206e-05	-1.27235319e-04	-3.80203279e-05	-2.83862869e-05	-5.22134714e-05	2.38271845e-05
430             	5.40932375e-02	2.70266023e-02	2.70666352e-02	-2.05912212e-04	-3.38834263e-05	-1.72028785e-04	6.90726796e-05	-2.00164868e-05	-2.81765681e-05	8.93580500e-06	-2.37086656e-05	3.26444706e-05
440             	5.38678156e-02	2.70231472e-02	2.68446684e-02	-2.19123148e-04	-6.31539190e-05	-1.55969229e-04	4.64076549e-05	8.92393600e-05	-2.46240801e-05	1.99871736e-06	-2.36247214e-05	2.56234387e-05
