speed_m_s,angle_deg,Cd,Cl,Cm,Fx_N,Fy_N,Fz_N,rho_kg_m3,case_name,timestamp
1.0,90.0,1.183129717,-0.014260518590000002,0.0015101859129999999,0.0023495730780000003,-1.5950411148e-05,0.1949332847,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T00:04:02.593886
1.0,90.0,1.199532625,0.007843524640999999,-0.0007810709104,-0.001292304639,-0.0003177155496,0.1976358398,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T00:27:05.356686
1.0,90.0,1.203231205,0.006342566176,0.0008312518907000001,-0.0010450056674,0.002639843696,0.1982452202,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T00:32:51.201511
1.0,90.0,1.218547115,-0.03993371924,0.007498593786000001,0.006579507688,-0.0013043997660000001,0.2007686799,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T13:59:22.317006
1.0,90.0,1.2294882489999999,-0.04116407616,0.00624826833,0.0067822221579999994,0.0038508301879999996,0.2025713491,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T14:01:42.259327
1.0,90.0,3.843983574,-0.07824191821,0.01718054564,0.01289119351,-0.009400860832,0.633337439,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T14:15:25.185820
1.0,90.0,1.182126626,-0.01818296002,0.0005427083888999999,0.002995837288,0.0005273010191,0.1947680147,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T14:34:08.471052
1.0,90.0,1.169939107,-0.0038248234409999997,0.00045631171390000003,0.0006301806021,8.747597716000001e-05,0.1927599907,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T15:21:30.885587
1.0,90.0,1.1963392970000002,-0.01359667115,0.000593584532,0.0022401971079999998,0.005453705200000001,0.1971097047,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T15:53:01.846396
1.0,45.0,0.6506073786,0.7208233605000001,-0.02273732695,-0.008180401386,-0.000209291321416,0.159776359,1025.0,해석완료_unit_cell_U1.00_A45.0,2026-06-23T15:54:20.205589
1.0,0.0,0.05264911835,0.00012957195325,-1.4900391181e-05,0.008674505793,-2.7728417441e-06,2.1348366191e-05,1025.0,해석완료_unit_cell_U1.00_A0.0,2026-06-23T15:55:33.317579
2.0,90.0,1.055481629,-0.008075655445,0.0006914062144,0.005322202697,-0.01247502948,0.6956075836,1025.0,해석완료_unit_cell_U2.00_A90.0,2026-06-23T15:56:52.470523
2.0,45.0,0.5360670348000001,0.6470767119999999,-0.01969751983,-0.05173202408000001,0.001662598714,0.5513611283000001,1025.0,해석완료_unit_cell_U2.00_A45.0,2026-06-23T15:58:09.112899
2.0,0.0,0.051979475350000005,-0.000604614524,5.362361582e-05,0.03425669974,2.468204604e-05,-0.0003984668579,1025.0,해석완료_unit_cell_U2.00_A0.0,2026-06-23T15:59:29.685368
1.0,45.0,0.6508192009,0.7210619438,-0.022755715279999998,-0.008183519127,-0.000205675127986,0.1598288328,1025.0,해석완료_unit_cell_U1.00_A45.0,2026-06-23T16:11:09.588340
1.0,90.0,1.2038468420000001,0.01210670887,-0.002299603016,-0.001994709871,0.00011718059985000001,0.1983466529,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-06-23T16:12:30.137831
1.0,60.0,0.9395109132,0.8979628577,-0.02033520253,-0.05072770378,-0.00023365056489000003,0.2080310919,1025.0,해석완료_unit_cell_U1.00_A60.0,2026-06-23T16:56:26.630297
