speed_m_s,angle_deg,Cd,Cl,Cm,Fx_N,Fy_N,Fz_N,rho_kg_m3,case_name,timestamp
1.0,45.0,0.467195,0.403434,-0.012118,0.00742834,0.000212163,0.101431,1025.0,해석완료_unit_cell_U1.00_A45.0,2026-07-02T20:10:57.428548
1.0,90.0,0.681122,-0.0136804,0.00381201,0.002254,0.00283,0.112222,1025.0,해석완료_unit_cell_U1.00_A90.0,2026-07-02T20:10:57.428548
2.0,45.0,0.434998,0.429671,-0.0113525,0.00248238,0.000587424,0.402948,1025.0,해석완료_unit_cell_U2.00_A45.0,2026-07-02T20:10:57.428548
2.0,90.0,0.632458,-0.00995986,-9.77681e-05,0.00656398,-0.00117213,0.416817,1025.0,해석완료_unit_cell_U2.00_A90.0,2026-07-02T20:10:57.428548
