# Force and moment coefficients
# dragDir       : (9.39699958e-01 0.00000000e+00 3.41999985e-01)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-3.41999985e-01 0.00000000e+00 9.39699958e-01)
# rollAxis      : (9.39699958e-01 0.00000000e+00 3.41999985e-01)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-3.41999985e-01 0.00000000e+00 9.39699958e-01)
# magUInf       : 1.00000000e+00
# lRef          : 4.00040000e-02
# Aref          : 3.21484300e-04
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
10              	6.96390829e+00	3.48381585e+00	3.48009243e+00	1.77765136e+00	6.70860177e-01	1.10679119e+00	-2.17965505e-01	1.86171158e-03	-1.18887400e-02	8.09477032e-03	-7.84135489e-03	1.59361252e-02
20              	-1.80205044e+00	-9.04078851e-01	-8.97971593e-01	2.35779385e-02	-2.91387204e-03	2.64918106e-02	-1.47028413e-02	-3.05362894e-03	3.09072868e-03	3.06534858e-03	4.62340296e-03	-1.55805439e-03
30              	7.03922142e-01	3.31016917e-01	3.72905225e-01	1.15301991e+00	5.94656563e-01	5.58363342e-01	1.81466102e-02	-2.09441540e-02	2.98878159e-03	2.79249017e-02	1.69512324e-02	1.09736693e-02
40              	9.35145985e-01	4.52591420e-01	4.82554565e-01	1.30412025e+00	6.53038418e-01	6.51081836e-01	9.78290792e-04	-1.49815729e-02	5.58871984e-03	-3.81769826e-03	3.67987071e-03	-7.49756897e-03
50              	6.39749135e-01	3.04546387e-01	3.35202748e-01	1.05158581e+00	5.23078882e-01	5.28506924e-01	-2.71402137e-03	-1.53281801e-02	6.00843021e-03	7.81678460e-03	9.91682251e-03	-2.10003792e-03
60              	5.75124267e-01	2.81063196e-01	2.94061071e-01	7.85371789e-01	4.06645034e-01	3.78726755e-01	1.39591394e-02	-6.49893758e-03	3.56614680e-03	3.71528014e-03	5.42378687e-03	-1.70850674e-03
70              	5.76795403e-01	2.91017827e-01	2.85777576e-01	5.10918304e-01	2.72571174e-01	2.38347130e-01	1.71120219e-02	2.62012513e-03	-3.01181690e-03	-1.12250662e-02	-8.62434998e-03	-2.60071618e-03
80              	5.22242330e-01	2.64721570e-01	2.57520760e-01	6.03933603e-02	4.68155137e-02	1.35778465e-02	1.66188336e-02	3.60040490e-03	-2.45584658e-03	-1.31445018e-02	-9.02809746e-03	-4.11640430e-03
90              	4.89111370e-01	2.38573241e-01	2.50538129e-01	-2.08725957e-01	-8.67381719e-02	-1.21987785e-01	1.76248066e-02	-5.98244388e-03	1.52403013e-03	-3.57943366e-02	-1.63731382e-02	-1.94211984e-02
100             	4.69220168e-01	2.30477887e-01	2.38742281e-01	-1.67447275e-01	-5.83507992e-02	-1.09096476e-01	2.53728382e-02	-4.13219683e-03	1.78839623e-03	-4.39699578e-02	-2.01965827e-02	-2.37733751e-02
110             	4.63781904e-01	2.34500750e-01	2.29281154e-01	-2.29337331e-02	1.53041296e-02	-3.82378627e-02	2.67709962e-02	2.60979815e-03	-4.74246616e-04	-4.01618749e-02	-2.05551841e-02	-1.96066909e-02
120             	4.63445706e-01	2.38659152e-01	2.24786554e-01	1.00428790e-01	6.78924555e-02	3.25363346e-02	1.76780604e-02	6.93629852e-03	-2.05223302e-03	-2.82460563e-02	-1.61752612e-02	-1.20707951e-02
130             	4.57008362e-01	2.35390359e-01	2.21618004e-01	2.01957279e-01	1.07988345e-01	9.39689335e-02	7.00970579e-03	6.88617751e-03	-1.40708396e-03	-1.34173968e-02	-8.11578238e-03	-5.30161446e-03
