# Force and moment coefficients
# dragDir       : (7.07106781e-01 0.00000000e+00 7.07106781e-01)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-7.07106781e-01 0.00000000e+00 7.07106781e-01)
# rollAxis      : (7.07106781e-01 0.00000000e+00 7.07106781e-01)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-7.07106781e-01 0.00000000e+00 7.07106781e-01)
# magUInf       : 2.00000000e+00
# lRef          : 4.00040000e-02
# Aref          : 3.21484300e-04
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
10              	1.91328641e-01	9.53699802e-02	9.59586605e-02	-2.12240834e-02	-6.22626629e-02	4.10385795e-02	-5.16506212e-02	-2.94340177e-04	4.51722212e-04	3.68932023e-03	2.29638233e-03	1.39293790e-03
20              	1.42657469e+00	7.13546133e-01	7.13028556e-01	3.24210557e-01	1.79388626e-01	1.44821931e-01	1.72833477e-02	2.58788386e-04	-4.23123268e-04	2.92239979e-03	1.03807663e-03	1.88432316e-03
30              	7.07271143e-01	3.53005478e-01	3.54265665e-01	3.97295790e-02	3.49619015e-02	4.76767755e-03	1.50971120e-02	-6.30093761e-04	-1.54791590e-05	3.85170011e-03	1.91037089e-03	1.94132921e-03
40              	5.35960406e-01	2.66822821e-01	2.69137586e-01	2.08006384e-01	8.50733209e-02	1.22933063e-01	-1.89298711e-02	-1.15738243e-03	8.71068670e-04	2.44708979e-03	2.09461356e-03	3.52476223e-04
50              	5.08053634e-01	2.52932790e-01	2.55120844e-01	3.54748718e-01	1.65917890e-01	1.88830827e-01	-1.14564685e-02	-1.09402704e-03	4.05172995e-04	3.50694620e-03	2.15864609e-03	1.34830010e-03
60              	4.77072125e-01	2.38161627e-01	2.38910497e-01	3.58872964e-01	1.65549029e-01	1.93323935e-01	-1.38874532e-02	-3.74435086e-04	-2.95813472e-05	2.47805119e-03	1.20944425e-03	1.26860694e-03
70              	4.72300092e-01	2.35747331e-01	2.36552761e-01	4.54592576e-01	2.10749425e-01	2.43843150e-01	-1.65468623e-02	-4.02714830e-04	3.04606972e-06	9.68612016e-04	4.87352078e-04	4.81259938e-04
80              	4.76382337e-01	2.38014268e-01	2.38368068e-01	4.56657176e-01	2.16483269e-01	2.40173907e-01	-1.18453191e-02	-1.76900125e-04	-3.12922324e-04	1.79265514e-03	5.83405246e-04	1.20924989e-03
90              	4.70398358e-01	2.34927188e-01	2.35471170e-01	4.63764964e-01	2.18405819e-01	2.45359144e-01	-1.34766624e-02	-2.71991244e-04	4.88932201e-05	-2.28411867e-05	3.74726267e-05	-6.03138134e-05
100             	4.77116752e-01	2.38206355e-01	2.38910397e-01	5.18395626e-01	2.44442941e-01	2.73952685e-01	-1.47548717e-02	-3.52020637e-04	1.64109571e-05	1.36682084e-03	6.99821379e-04	6.66999465e-04
